AGE,SEX,POP,RACE,us
1,1,54893,9,1
1,1,142829,10,1
1,1,14062,11,1
2,1,2005544,0,1
2,1,1443191,1,1
2,1,299866,2,1
2,1,32077,3,1
2,1,104586,4,1
2,1,5947,5,1
2,1,119877,6,1
2,1,1553580,7,1
2,1,364394,8,1
2,1,56036,9,1
2,1,148804,10,1
2,1,14406,11,1
3,1,2043010,0,1
3,1,1468484,1,1
3,1,305759,2,1
3,1,32643,3,1
3,1,108252,4,1
3,1,6079,5,1
3,1,121793,6,1
3,1,1580587,7,1
3,1,371319,8,1
3,1,56991,9,1
3,1,153228,10,1
3,1,14667,11,1
4,1,2066951,0,1
4,1,1481576,1,1
4,1,309750,2,1
4,1,32793,3,1
4,1,113827,4,1
4,1,6150,5,1
4,1,122855,6,1
4,1,1594632,7,1
4,1,375802,8,1
4,1,57340,9,1
4,1,159262,10,1
4,1,14846,11,1
5,1,2061200,0,1
5,1,1480503,1,1
5,1,309404,2,1
5,1,33119,3,1
5,1,110841,4,1
5,1,5932,5,1
5,1,121401,6,1
5,1,1592228,7,1
5,1,374191,8,1
5,1,57573,9,1
5,1,155988,10,1
5,1,14679,11,1
6,1,2052956,0,1
6,1,1472810,1,1
6,1,308033,2,1
6,1,32894,3,1
6,1,113227,4,1
6,1,5962,5,1
6,1,120030,6,1
6,1,1583141,7,1
6,1,371662,8,1
6,1,57157,9,1
6,1,158244,10,1
6,1,14801,11,1
7,1,2055735,0,1
7,1,1480909,1,1
7,1,308674,2,1
7,1,33551,3,1
7,1,108604,4,1
7,1,5738,5,1
7,1,118259,6,1
7,1,1589585,7,1
7,1,371587,8,1
7,1,57866,9,1
7,1,152473,10,1
7,1,14348,11,1
8,1,2079723,0,1
8,1,1506451,1,1
8,1,310357,2,1
8,1,32464,3,1
8,1,106336,4,1
8,1,5703,5,1
8,1,118412,6,1
8,1,1615341,7,1
8,1,373230,8,1
8,1,57075,9,1
8,1,150038,10,1
8,1,14393,11,1
9,1,2073148,0,1
9,1,1492003,1,1
9,1,310984,2,1
9,1,32944,3,1
9,1,111378,4,1
9,1,6026,5,1
9,1,119813,6,1
9,1,1602333,7,1
9,1,375099,8,1
9,1,57462,9,1
9,1,155395,10,1
9,1,14607,11,1
10,1,2071778,0,1
10,1,1490759,1,1
10,1,313808,2,1
10,1,33000,3,1
10,1,110831,4,1
10,1,6189,5,1
10,1,117191,6,1
10,1,1598313,7,1
10,1,376796,8,1
10,1,56998,9,1
10,1,153666,10,1
10,1,14512,11,1
11,1,2138037,0,1
11,1,1541354,1,1
11,1,323720,2,1
11,1,34341,3,1
11,1,114789,4,1
11,1,6435,5,1
11,1,117398,6,1
11,1,1649024,7,1
11,1,386755,8,1
11,1,58287,9,1
11,1,157654,10,1
11,1,15022,11,1
12,1,2149819,0,1
12,1,1556594,1,1
12,1,324742,2,1
12,1,34912,3,1
12,1,113374,4,1
12,1,6380,5,1
12,1,113817,6,1
12,1,1661010,7,1
12,1,385601,8,1
12,1,58552,9,1
12,1,154945,10,1
12,1,14689,11,1
13,1,2132987,0,1
13,1,1555151,1,1
13,1,315879,2,1
13,1,34185,3,1
13,1,112172,4,1
13,1,6269,5,1
13,1,109331,6,1
13,1,1655371,7,1
13,1,373480,8,1
13,1,57361,9,1
13,1,152471,10,1
13,1,14240,11,1
14,1,2125640,0,1
14,1,1555244,1,1
14,1,312277,2,1
14,1,33799,3,1
14,1,113334,4,1
14,1,6270,5,1
14,1,104716,6,1
14,1,1651026,7,1
14,1,366762,8,1
14,1,56646,9,1
14,1,152147,10,1
14,1,13890,11,1
15,1,2129720,0,1
15,1,1565525,1,1
15,1,309995,2,1
15,1,32992,3,1
15,1,114019,4,1
15,1,6098,5,1
15,1,101091,6,1
15,1,1657985,7,1
15,1,361874,8,1
15,1,55363,9,1
15,1,151701,10,1
15,1,13552,11,1
16,1,2116165,0,1
16,1,1558175,1,1
16,1,308407,2,1
16,1,32746,3,1
16,1,114373,4,1
16,1,6074,5,1
16,1,96390,6,1
16,1,1646067,7,1
16,1,357661,8,1
16,1,54734,9,1
16,1,150058,10,1
16,1,13386,11,1
17,1,2112553,0,1
17,1,1555156,1,1
17,1,314282,2,1
17,1,32631,3,1
17,1,111866,4,1
17,1,5881,5,1
17,1,92737,6,1
17,1,1639692,7,1
17,1,361498,8,1
17,1,54365,9,1
17,1,145900,10,1
17,1,12877,11,1
18,1,2172385,0,1
18,1,1594641,1,1
18,1,326121,2,1
18,1,32873,3,1
18,1,119279,4,1
18,1,5885,5,1
18,1,93586,6,1
18,1,1679679,7,1
18,1,373536,8,1
18,1,55264,9,1
18,1,153693,10,1
18,1,12999,11,1
19,1,2214784,0,1
19,1,1624910,1,1
19,1,336758,2,1
19,1,33918,3,1
19,1,120847,4,1
19,1,6127,5,1
19,1,92224,6,1
19,1,1708791,7,1
19,1,383272,8,1
19,1,56810,9,1
19,1,154106,10,1
19,1,13130,11,1
20,1,2183139,0,1
20,1,1605868,1,1
20,1,329229,2,1
20,1,32851,3,1
20,1,119368,4,1
20,1,6023,5,1
20,1,89800,6,1
20,1,1687349,7,1
20,1,374142,8,1
20,1,55359,9,1
20,1,151802,10,1
20,1,13197,11,1
21,1,2187086,0,1
21,1,1605637,1,1
21,1,331443,2,1
21,1,32903,3,1
21,1,124229,4,1
21,1,6019,5,1
21,1,86855,6,1
21,1,1684184,7,1
21,1,374541,8,1
21,1,55203,9,1
21,1,155398,10,1
21,1,12817,11,1
22,1,2195296,0,1
22,1,1610257,1,1
22,1,330789,2,1
22,1,32758,3,1
22,1,131243,4,1
22,1,6028,5,1
22,1,84221,6,1
22,1,1686443,7,1
22,1,371847,8,1
22,1,55080,9,1
22,1,161694,10,1
22,1,12690,11,1
23,1,2221758,0,1
23,1,1629502,1,1
23,1,331323,2,1
23,1,32865,3,1
23,1,139033,4,1
23,1,6217,5,1
23,1,82818,6,1
23,1,1704289,7,1
23,1,371047,8,1
23,1,55465,9,1
23,1,169037,10,1
23,1,12838,11,1
24,1,2277473,0,1
24,1,1662221,1,1
24,1,349538,2,1
24,1,33466,3,1
24,1,144401,4,1
24,1,6481,5,1
24,1,81366,6,1
24,1,1735194,7,1
24,1,388006,8,1
24,1,56498,9,1
24,1,173916,10,1
24,1,13299,11,1
25,1,2325853,0,1
25,1,1689917,1,1
25,1,365910,2,1
25,1,34089,3,1
25,1,150314,4,1
25,1,6519,5,1
25,1,79104,6,1
25,1,1760457,7,1
25,1,402332,8,1
25,1,57245,9,1
25,1,179372,10,1
25,1,13505,11,1
26,1,2365886,0,1
26,1,1715219,1,1
26,1,378057,2,1
26,1,35454,3,1
26,1,154457,4,1
26,1,6763,5,1
26,1,75936,6,1
26,1,1782723,7,1
26,1,412246,8,1
26,1,58348,9,1
26,1,182635,10,1
26,1,13504,11,1
27,1,2421270,0,1
27,1,1757078,1,1
27,1,384226,2,1
27,1,36902,3,1
27,1,161484,4,1
27,1,7047,5,1
27,1,74533,6,1
27,1,1822888,7,1
27,1,416416,8,1
27,1,60156,9,1
27,1,189648,10,1
27,1,13954,11,1
28,1,2451756,0,1
28,1,1780993,1,1
28,1,385755,2,1
28,1,36876,3,1
28,1,169446,4,1
28,1,7732,5,1
28,1,70954,6,1
28,1,1842722,7,1
28,1,415676,8,1
28,1,59036,9,1
28,1,197477,10,1
28,1,14828,11,1
29,1,2439805,0,1
29,1,1780308,1,1
29,1,377035,2,1
29,1,36221,3,1
29,1,172250,4,1
29,1,7888,5,1
29,1,66103,6,1
29,1,1837981,7,1
29,1,404140,8,1
29,1,56820,9,1
29,1,198879,10,1
29,1,14529,11,1
30,1,2340865,0,1
30,1,1715675,1,1
30,1,351044,2,1
30,1,34589,3,1
30,1,170930,4,1
30,1,7581,5,1
30,1,61046,6,1
30,1,1768885,7,1
30,1,375644,8,1
30,1,54055,9,1
30,1,195429,10,1
30,1,13699,11,1
31,1,2281327,0,1
31,1,1687897,1,1
31,1,328258,2,1
31,1,33834,3,1
31,1,166176,4,1
31,1,7496,5,1
31,1,57666,6,1
31,1,1737950,7,1
31,1,350838,8,1
31,1,52153,9,1
31,1,189881,10,1
31,1,13553,11,1
32,1,2239886,0,1
32,1,1669232,1,1
32,1,313537,2,1
32,1,32668,3,1
32,1,163013,4,1
32,1,7385,5,1
32,1,54051,6,1
32,1,1716185,7,1
32,1,334664,8,1
32,1,50276,9,1
32,1,185080,10,1
32,1,12952,11,1
33,1,2243280,0,1
33,1,1681263,1,1
33,1,306040,2,1
33,1,32448,3,1
33,1,163475,4,1
33,1,7499,5,1
33,1,52555,6,1
33,1,1726842,7,1
33,1,326014,8,1
33,1,49822,9,1
33,1,184967,10,1
33,1,13149,11,1
34,1,2249252,0,1
34,1,1692253,1,1
34,1,303038,2,1
34,1,31820,3,1
34,1,163993,4,1
34,1,7401,5,1
34,1,50747,6,1
34,1,1736233,7,1
34,1,321948,8,1
34,1,48985,9,1
34,1,184763,10,1
34,1,12934,11,1
35,1,2167622,0,1
35,1,1632509,1,1
35,1,286841,2,1
35,1,31014,3,1
35,1,161825,4,1
35,1,7089,5,1
35,1,48344,6,1
35,1,1674318,7,1
35,1,304677,8,1
35,1,47613,9,1
35,1,181751,10,1
35,1,12344,11,1
36,1,2191368,0,1
36,1,1655730,1,1
36,1,288508,2,1
36,1,31433,3,1
36,1,159830,4,1
36,1,7175,5,1
36,1,48692,6,1
36,1,1697868,7,1
36,1,306322,8,1
36,1,48242,9,1
36,1,179771,10,1
36,1,12511,11,1
37,1,2181162,0,1
37,1,1651994,1,1
37,1,286315,2,1
37,1,30833,3,1
37,1,157559,4,1
37,1,7209,5,1
37,1,47252,6,1
37,1,1692846,7,1
37,1,303492,8,1
37,1,47625,9,1
37,1,176627,10,1
37,1,12455,11,1
38,1,2149359,0,1
38,1,1634417,1,1
38,1,282416,2,1
38,1,29900,3,1
38,1,149253,4,1
38,1,6974,5,1
38,1,46399,6,1
38,1,1674309,7,1
38,1,299330,8,1
38,1,46523,9,1
38,1,167939,10,1
38,1,12147,11,1
39,1,2195430,0,1
39,1,1666367,1,1
39,1,294196,2,1
39,1,30878,3,1
39,1,150868,4,1
39,1,7095,5,1
39,1,46026,6,1
39,1,1706080,7,1
39,1,310914,8,1
39,1,47881,9,1
39,1,169094,10,1
39,1,12246,11,1
40,1,2046663,0,1
40,1,1556460,1,1
40,1,271037,2,1
40,1,28341,3,1
40,1,142220,4,1
40,1,6237,5,1
40,1,42368,6,1
40,1,1592930,7,1
40,1,286336,8,1
40,1,43922,9,1
40,1,159026,10,1
40,1,11034,11,1
41,1,2001502,0,1
41,1,1529690,1,1
41,1,260551,2,1
41,1,27510,3,1
41,1,137079,4,1
41,1,5987,5,1
41,1,40685,6,1
41,1,1564593,7,1
41,1,275020,8,1
41,1,42694,9,1
41,1,153353,10,1
41,1,10359,11,1
42,1,1972584,0,1
42,1,1508952,1,1
42,1,255437,2,1
42,1,27500,3,1
42,1,135807,4,1
42,1,5829,5,1
42,1,39059,6,1
42,1,1542553,7,1
42,1,269229,8,1
42,1,42367,9,1
42,1,151220,10,1
42,1,10130,11,1
43,1,1913289,0,1
43,1,1461409,1,1
43,1,245945,2,1
43,1,26518,3,1
43,1,136543,4,1
43,1,5418,5,1
43,1,37456,6,1
43,1,1493648,7,1
43,1,258779,8,1
43,1,40914,9,1
43,1,151478,10,1
43,1,9587,11,1
44,1,1973101,0,1
44,1,1511673,1,1
44,1,252483,2,1
44,1,26578,3,1
44,1,141132,4,1
44,1,5658,5,1
44,1,35577,6,1
44,1,1541960,7,1
44,1,264559,8,1
44,1,40575,9,1
44,1,155314,10,1
44,1,9647,11,1
45,1,1900492,0,1
45,1,1456566,1,1
45,1,241610,2,1
45,1,25794,3,1
45,1,137623,4,1
45,1,5114,5,1
45,1,33785,6,1
45,1,1485313,7,1
45,1,252980,8,1
45,1,39195,9,1
45,1,151126,10,1
45,1,8931,11,1
46,1,1919298,0,1
46,1,1470451,1,1
46,1,247639,2,1
46,1,25393,3,1
46,1,137277,4,1
46,1,5086,5,1
46,1,33452,6,1
46,1,1498808,7,1
46,1,258539,8,1
46,1,38880,9,1
46,1,150749,10,1
46,1,8838,11,1
47,1,2005221,0,1
47,1,1549093,1,1
47,1,255895,2,1
47,1,25853,3,1
47,1,136095,4,1
47,1,5034,5,1
47,1,33251,6,1
47,1,1577154,7,1
47,1,266544,8,1
47,1,39713,9,1
47,1,149260,10,1
47,1,8786,11,1
48,1,2114614,0,1
48,1,1652083,1,1
48,1,264679,2,1
48,1,26152,3,1
48,1,132617,4,1
48,1,5029,5,1
48,1,34054,6,1
48,1,1680915,7,1
48,1,275495,8,1
48,1,40682,9,1
48,1,145870,10,1
48,1,8972,11,1
49,1,2145730,0,1
49,1,1681194,1,1
49,1,266968,2,1
49,1,26222,3,1
49,1,132713,4,1
49,1,5172,5,1
49,1,33461,6,1
49,1,1709465,7,1
49,1,277516,8,1
49,1,40685,9,1
49,1,145469,10,1
49,1,9167,11,1
50,1,2025376,0,1
50,1,1594313,1,1
50,1,246322,2,1
50,1,24821,3,1
50,1,124404,4,1
50,1,4696,5,1
50,1,30820,6,1
50,1,1620410,7,1
50,1,255622,8,1
50,1,38608,9,1
50,1,136126,10,1
50,1,8253,11,1
51,1,1976883,0,1
51,1,1554984,1,1
51,1,246560,2,1
51,1,24087,3,1
51,1,117751,4,1
51,1,4559,5,1
51,1,28942,6,1
51,1,1579268,7,1
51,1,255269,8,1
51,1,37330,9,1
51,1,128687,10,1
51,1,7923,11,1
52,1,1968619,0,1
52,1,1560024,1,1
52,1,243656,2,1
52,1,23400,3,1
52,1,109085,4,1
52,1,4559,5,1
52,1,27895,6,1
52,1,1583452,7,1
52,1,251927,8,1
52,1,36496,9,1
52,1,119357,10,1
52,1,7901,11,1
53,1,2001325,0,1
53,1,1582646,1,1
53,1,252431,2,1
53,1,23837,3,1
53,1,110306,4,1
53,1,4441,5,1
53,1,27664,6,1
53,1,1605603,7,1
53,1,260676,8,1
53,1,37170,9,1
53,1,120247,10,1
53,1,7822,11,1
54,1,2114408,0,1
54,1,1680332,1,1
54,1,264238,2,1
54,1,24726,3,1
54,1,111953,4,1
54,1,4673,5,1
54,1,28486,6,1
54,1,1704098,7,1
54,1,272444,8,1
54,1,38672,9,1
54,1,122182,10,1
54,1,8147,11,1
55,1,2137586,0,1
55,1,1708998,1,1
55,1,259945,2,1
55,1,24425,3,1
55,1,111505,4,1
55,1,4375,5,1
55,1,28338,6,1
55,1,1732571,7,1
55,1,267956,8,1
55,1,38701,9,1
55,1,121522,10,1
55,1,7867,11,1
56,1,2125123,0,1
56,1,1703333,1,1
56,1,254600,2,1
56,1,23895,3,1
56,1,111315,4,1
56,1,4186,5,1
56,1,27794,6,1
56,1,1726477,7,1
56,1,262202,8,1
56,1,37941,9,1
56,1,121200,10,1
56,1,7517,11,1
57,1,2111795,0,1
57,1,1705963,1,1
57,1,249422,2,1
57,1,23222,3,1
57,1,101593,4,1
57,1,4275,5,1
57,1,27320,6,1
57,1,1728795,7,1
57,1,256730,8,1
57,1,37162,9,1
57,1,111265,10,1
57,1,7637,11,1
58,1,2125774,0,1
58,1,1725973,1,1
58,1,247776,2,1
58,1,22661,3,1
58,1,98178,4,1
58,1,4105,5,1
58,1,27081,6,1
58,1,1748530,7,1
58,1,254946,8,1
58,1,36773,9,1
58,1,107692,10,1
58,1,7356,11,1
59,1,2142211,0,1
59,1,1732042,1,1
59,1,253410,2,1
59,1,23024,3,1
59,1,102692,4,1
59,1,4132,5,1
59,1,26911,6,1
59,1,1754569,7,1
59,1,260418,8,1
59,1,37039,9,1
59,1,112167,10,1
59,1,7363,11,1
60,1,2052677,0,1
60,1,1669185,1,1
60,1,238362,2,1
60,1,21037,3,1
60,1,95091,4,1
60,1,3817,5,1
60,1,25185,6,1
60,1,1690152,7,1
60,1,244882,8,1
60,1,34454,9,1
60,1,103871,10,1
60,1,6707,11,1
61,1,2027951,0,1
61,1,1655455,1,1
61,1,229267,2,1
61,1,20159,3,1
61,1,95043,4,1
61,1,3588,5,1
61,1,24439,6,1
61,1,1675795,7,1
61,1,235593,8,1
61,1,33281,9,1
61,1,103457,10,1
61,1,6404,11,1
62,1,1991220,0,1
62,1,1630414,1,1
62,1,222710,2,1
62,1,19826,3,1
62,1,91294,4,1
62,1,3518,5,1
62,1,23458,6,1
62,1,1649871,7,1
62,1,228854,8,1
62,1,32689,9,1
62,1,99182,10,1
62,1,6187,11,1
63,1,1905842,0,1
63,1,1561497,1,1
63,1,210507,2,1
63,1,18523,3,1
63,1,89915,4,1
63,1,3192,5,1
63,1,22208,6,1
63,1,1580018,7,1
63,1,216210,8,1
63,1,30647,9,1
63,1,97310,10,1
63,1,5775,11,1
64,1,1879040,0,1
64,1,1545313,1,1
64,1,203017,2,1
64,1,17839,3,1
64,1,88453,4,1
64,1,3052,5,1
64,1,21366,6,1
64,1,1562976,7,1
64,1,208512,8,1
64,1,29729,9,1
64,1,95520,10,1
64,1,5555,11,1
65,1,1783428,0,1
65,1,1476331,1,1
65,1,185923,2,1
65,1,16251,3,1
65,1,82591,4,1
65,1,2789,5,1
65,1,19543,6,1
65,1,1492670,7,1
65,1,190856,8,1
65,1,27406,9,1
65,1,88866,10,1
65,1,4916,11,1
66,1,1703888,0,1
66,1,1417917,1,1
66,1,171107,2,1
66,1,15136,3,1
66,1,78851,4,1
66,1,2672,5,1
66,1,18205,6,1
66,1,1433066,7,1
66,1,175574,8,1
66,1,25504,9,1
66,1,84745,10,1
66,1,4726,11,1
67,1,1627863,0,1
67,1,1362039,1,1
67,1,158787,2,1
67,1,13781,3,1
67,1,73923,4,1
67,1,2523,5,1
67,1,16810,6,1
67,1,1375985,7,1
67,1,162973,8,1
67,1,23535,9,1
67,1,79224,10,1
67,1,4507,11,1
68,1,1564129,0,1
68,1,1308114,1,1
68,1,154475,2,1
68,1,13316,3,1
68,1,69993,4,1
68,1,2312,5,1
68,1,15919,6,1
68,1,1321351,7,1
68,1,158422,8,1
68,1,22724,9,1
68,1,74866,10,1
68,1,4136,11,1
69,1,1520465,0,1
69,1,1267594,1,1
69,1,148841,2,1
69,1,12923,3,1
69,1,73316,4,1
69,1,2364,5,1
69,1,15427,6,1
69,1,1280377,7,1
69,1,152696,8,1
69,1,22103,9,1
69,1,78012,10,1
69,1,4148,11,1
70,1,1462120,0,1
70,1,1231095,1,1
70,1,135479,2,1
70,1,12054,3,1
70,1,67079,4,1
70,1,2241,5,1
70,1,14172,6,1
70,1,1242887,7,1
70,1,138876,8,1
70,1,20540,9,1
70,1,71370,10,1
70,1,3902,11,1
71,1,1435378,0,1
71,1,1218609,1,1
71,1,126621,2,1
71,1,11205,3,1
71,1,63495,4,1
71,1,2000,5,1
71,1,13448,6,1
71,1,1229837,7,1
71,1,129890,8,1
71,1,19334,9,1
71,1,67435,10,1
71,1,3543,11,1
72,1,1483236,0,1
72,1,1280146,1,1
72,1,118067,2,1
72,1,11173,3,1
72,1,58548,4,1
72,1,1883,5,1
72,1,13419,6,1
72,1,1291427,7,1
72,1,121235,8,1
72,1,19540,9,1
72,1,62249,10,1
72,1,3409,11,1
73,1,1074771,0,1
73,1,912257,1,1
73,1,92272,2,1
73,1,8403,3,1
73,1,50017,4,1
73,1,1688,5,1
73,1,10134,6,1
73,1,920756,7,1
73,1,94694,8,1
73,1,14425,9,1
73,1,53059,10,1
73,1,2914,11,1
74,1,1044301,0,1
74,1,888172,1,1
74,1,89341,2,1
74,1,7935,3,1
74,1,47635,4,1
74,1,1447,5,1
74,1,9771,6,1
74,1,896372,7,1
74,1,91638,8,1
74,1,13799,9,1
74,1,50478,10,1
74,1,2694,11,1
75,1,998390,0,1
75,1,855694,1,1
75,1,81488,2,1
75,1,7298,3,1
75,1,43773,4,1
75,1,1344,5,1
75,1,8793,6,1
75,1,863087,7,1
75,1,83481,8,1
75,1,12585,9,1
75,1,46341,10,1
75,1,2456,11,1
76,1,1003690,0,1
76,1,869669,1,1
76,1,77111,2,1
76,1,6745,3,1
76,1,40610,4,1
76,1,1168,5,1
76,1,8387,6,1
76,1,876762,7,1
76,1,79022,8,1
76,1,11942,9,1
76,1,42900,10,1
76,1,2179,11,1
77,1,854930,0,1
77,1,735193,1,1
77,1,67506,2,1
77,1,5979,3,1
77,1,37863,4,1
77,1,1014,5,1
77,1,7375,6,1
77,1,741351,7,1
77,1,69222,8,1
77,1,10513,9,1
77,1,39971,10,1
77,1,1883,11,1
78,1,760170,0,1
78,1,651867,1,1
78,1,60642,2,1
78,1,5388,3,1
78,1,34740,4,1
78,1,956,5,1
78,1,6577,6,1
78,1,657411,7,1
78,1,62127,8,1
78,1,9381,9,1
78,1,36659,10,1
78,1,1752,11,1
79,1,701319,0,1
79,1,598715,1,1
79,1,56996,2,1
79,1,5047,3,1
79,1,33504,4,1
79,1,900,5,1
79,1,6157,6,1
79,1,603878,7,1
79,1,58401,8,1
79,1,8683,9,1
79,1,35403,10,1
79,1,1641,11,1
80,1,643638,0,1
80,1,553233,1,1
80,1,50168,2,1
80,1,4255,3,1
80,1,29901,4,1
80,1,743,5,1
80,1,5338,6,1
80,1,557749,7,1
80,1,51376,8,1
80,1,7438,9,1
80,1,31503,10,1
80,1,1384,11,1
81,1,593628,0,1
81,1,511212,1,1
81,1,45432,2,1
81,1,3901,3,1
81,1,27425,4,1
81,1,689,5,1
81,1,4969,6,1
81,1,515398,7,1
81,1,46575,8,1
81,1,6877,9,1
81,1,28900,10,1
81,1,1253,11,1
82,1,525766,0,1
82,1,452336,1,1
82,1,40385,2,1
82,1,3409,3,1
82,1,24622,4,1
82,1,627,5,1
82,1,4387,6,1
82,1,456095,7,1
82,1,41394,8,1
82,1,5963,9,1
82,1,25985,10,1
82,1,1118,11,1
83,1,480165,0,1
83,1,413505,1,1
83,1,37093,2,1
83,1,3048,3,1
83,1,22069,4,1
83,1,535,5,1
83,1,3915,6,1
83,1,416792,7,1
83,1,37982,8,1
83,1,5297,9,1
83,1,23310,10,1
83,1,1025,11,1
84,1,436527,0,1
84,1,377034,1,1
84,1,33012,2,1
84,1,2738,3,1
84,1,19761,4,1
84,1,496,5,1
84,1,3486,6,1
84,1,379983,7,1
84,1,33794,8,1
84,1,4736,9,1
84,1,20838,10,1
84,1,953,11,1
85,1,371082,0,1
85,1,320502,1,1
85,1,27892,2,1
85,1,2231,3,1
85,1,17045,4,1
85,1,454,5,1
85,1,2958,6,1
85,1,323023,7,1
85,1,28549,8,1
85,1,3902,9,1
85,1,17999,10,1
85,1,813,11,1
86,1,337306,0,1
86,1,292481,1,1
86,1,24659,2,1
86,1,2006,3,1
86,1,15161,4,1
86,1,381,5,1
86,1,2618,6,1
86,1,294720,7,1
86,1,25247,8,1
86,1,3460,9,1
86,1,16033,10,1
86,1,684,11,1
87,1,299845,0,1
87,1,261746,1,1
87,1,20715,2,1
87,1,1685,3,1
87,1,13085,4,1
87,1,338,5,1
87,1,2276,6,1
87,1,263688,7,1
87,1,21225,8,1
87,1,2941,9,1
87,1,13840,10,1
87,1,641,11,1
88,1,264191,0,1
88,1,231781,1,1
88,1,17397,2,1
88,1,1395,3,1
88,1,11344,4,1
88,1,297,5,1
88,1,1977,6,1
88,1,233469,7,1
88,1,17835,8,1
88,1,2497,9,1
88,1,12005,10,1
88,1,546,11,1
89,1,232649,0,1
89,1,203501,1,1
89,1,15494,2,1
89,1,1326,3,1
89,1,10333,4,1
89,1,265,5,1
89,1,1730,6,1
89,1,204970,7,1
89,1,15884,8,1
89,1,2295,9,1
89,1,10893,10,1
89,1,481,11,1
90,1,191220,0,1
90,1,167926,1,1
90,1,12286,2,1
90,1,1035,3,1
90,1,8334,4,1
90,1,205,5,1
90,1,1434,6,1
90,1,169127,7,1
90,1,12619,8,1
90,1,1868,9,1
90,1,8778,10,1
90,1,389,11,1
91,1,160941,0,1
91,1,141622,1,1
91,1,10079,2,1
91,1,846,3,1
91,1,7051,4,1
91,1,148,5,1
91,1,1195,6,1
91,1,142641,7,1
91,1,10336,8,1
91,1,1498,9,1
91,1,7453,10,1
91,1,305,11,1
92,1,131684,0,1
92,1,115625,1,1
92,1,8307,2,1
92,1,670,3,1
92,1,5959,4,1
92,1,115,5,1
92,1,1008,6,1
92,1,116483,7,1
92,1,8551,8,1
92,1,1241,9,1
92,1,6268,10,1
92,1,230,11,1
93,1,103415,0,1
93,1,90586,1,1
93,1,6619,2,1
93,1,513,3,1
93,1,4821,4,1
93,1,92,5,1
93,1,784,6,1
93,1,91251,7,1
93,1,6811,8,1
93,1,957,9,1
93,1,5064,10,1
93,1,188,11,1
94,1,81893,0,1
94,1,71465,1,1
94,1,5213,2,1
94,1,429,3,1
94,1,4071,4,1
94,1,65,5,1
94,1,650,6,1
94,1,72011,7,1
94,1,5365,8,1
94,1,788,9,1
94,1,4282,10,1
94,1,152,11,1
95,1,61994,0,1
95,1,53961,1,1
95,1,3900,2,1
95,1,309,3,1
95,1,3289,4,1
95,1,63,5,1
95,1,472,6,1
95,1,54364,7,1
95,1,4023,8,1
95,1,575,9,1
95,1,3441,10,1
95,1,114,11,1
96,1,46046,0,1
96,1,39789,1,1
96,1,2947,2,1
96,1,250,3,1
96,1,2643,4,1
96,1,39,5,1
96,1,378,6,1
96,1,40102,7,1
96,1,3044,8,1
96,1,448,9,1
96,1,2777,10,1
96,1,93,11,1
97,1,32611,0,1
97,1,27974,1,1
97,1,2083,2,1
97,1,168,3,1
97,1,2069,4,1
97,1,29,5,1
97,1,288,6,1
97,1,28218,7,1
97,1,2162,8,1
97,1,324,9,1
97,1,2165,10,1
97,1,67,11,1
98,1,23543,0,1
98,1,20241,1,1
98,1,1474,2,1
98,1,114,3,1
98,1,1488,4,1
98,1,24,5,1
98,1,202,6,1
98,1,20414,7,1
98,1,1528,8,1
98,1,223,9,1
98,1,1556,10,1
98,1,52,11,1
99,1,14596,0,1
99,1,12290,1,1
99,1,1003,2,1
99,1,78,3,1
99,1,1058,4,1
99,1,23,5,1
99,1,144,6,1
99,1,12405,7,1
99,1,1048,8,1
99,1,156,9,1
99,1,1106,10,1
99,1,43,11,1
100,1,23472,0,1
100,1,19111,1,1
100,1,1763,2,1
100,1,150,3,1
100,1,2175,4,1
100,1,36,5,1
100,1,237,6,1
100,1,19302,7,1
100,1,1836,8,1
100,1,275,9,1
100,1,2250,10,1
100,1,75,11,1
999,1,161657324,0,1
999,1,124192315,1,1
999,1,21113340,2,1
999,1,2108806,3,1
999,1,9307605,4,1
999,1,408958,5,1
999,1,4526300,6,1
999,1,128225442,7,1
999,1,23143558,8,1
999,1,3455822,9,1
999,1,10987079,10,1
999,1,809488,11,1
0,2,1847935,0,1
0,2,1328470,1,1
0,2,280549,2,1
0,2,29867,3,1
0,2,90537,4,1
0,2,5444,5,1
0,2,113068,6,1
0,2,1432695,7,1
0,2,342238,8,1
0,2,52241,9,1
0,2,131651,10,1
0,2,13327,11,1
1,2,1871014,0,1
1,2,1343309,1,1
1,2,285222,2,1
1,2,30173,3,1
1,2,93957,4,1
1,2,5559,5,1
1,2,112794,6,1
1,2,1447189,7,1
1,2,346548,8,1
1,2,52665,9,1
1,2,135072,10,1
1,2,13441,11,1
2,2,1916500,0,1
2,2,1373756,1,1
2,2,292109,2,1
2,2,30815,3,1
2,2,98831,4,1
2,2,5727,5,1
2,2,115262,6,1
2,2,1479893,7,1
2,2,354749,8,1
2,2,53773,9,1
2,2,140900,10,1
2,2,13787,11,1
3,2,1955655,0,1
3,2,1399076,1,1
3,2,299070,2,1
3,2,31529,3,1
3,2,102839,4,1
3,2,5889,5,1
3,2,117252,6,1
3,2,1506997,7,1
3,2,362811,8,1
3,2,54925,9,1
3,2,145602,10,1
3,2,14103,11,1
4,2,1976372,0,1
4,2,1412056,1,1
4,2,301851,2,1
4,2,31740,3,1
