,AGE,SEX,POP,RACE,us,agecat,agecat2,agecat3,agecat4,agecat5
2517,5,2,55237,9,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2518,5,2,147501,10,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2519,5,2,13979,11,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2520,6,2,1964271,0,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2521,6,2,1405368,1,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2522,6,2,300045,2,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2523,6,2,31635,3,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2524,6,2,106763,4,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2525,6,2,5705,5,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2526,6,2,114755,6,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2527,6,2,1510794,7,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2528,6,2,361660,8,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2529,6,2,54938,9,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2530,6,2,149135,10,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2531,6,2,13967,11,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2532,7,2,1966584,0,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2533,7,2,1412952,1,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2534,7,2,299701,2,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2535,7,2,32281,3,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2536,7,2,103147,4,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2537,7,2,5520,5,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2538,7,2,112983,6,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2539,7,2,1516777,7,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2540,7,2,360186,8,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2541,7,2,55507,9,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2542,7,2,144717,10,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2543,7,2,13739,11,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2544,8,2,1986471,0,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2545,8,2,1434540,1,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2546,8,2,301405,2,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2547,8,2,31404,3,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2548,8,2,101027,4,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2549,8,2,5419,5,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2550,8,2,112676,6,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2551,8,2,1538074,7,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2552,8,2,361574,8,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2553,8,2,54976,9,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2554,8,2,142303,10,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2555,8,2,13604,11,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2556,9,2,1988726,0,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2557,9,2,1425458,1,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2558,9,2,302328,2,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2559,9,2,32102,3,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2560,9,2,106865,4,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2561,9,2,5869,5,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2562,9,2,116104,6,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2563,9,2,1532146,7,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2564,9,2,365051,8,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2565,9,2,56127,9,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2566,9,2,149043,10,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2567,9,2,14098,11,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2568,10,2,1989162,0,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2569,10,2,1424502,1,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2570,10,2,306160,2,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2571,10,2,31964,3,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2572,10,2,107165,4,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2573,10,2,6126,5,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2574,10,2,113245,6,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2575,10,2,1528600,7,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2576,10,2,367689,8,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2577,10,2,54726,9,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2578,10,2,148126,10,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2579,10,2,14191,11,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2580,11,2,2051224,0,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2581,11,2,1471375,1,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2582,11,2,316014,2,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2583,11,2,33057,3,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2584,11,2,110802,4,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2585,11,2,6156,5,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2586,11,2,113820,6,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2587,11,2,1575754,7,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2588,11,2,378160,8,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2589,11,2,56289,9,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2590,11,2,151667,10,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2591,11,2,14145,11,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2592,12,2,2058568,0,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2593,12,2,1485292,1,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2594,12,2,314523,2,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2595,12,2,33272,3,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2596,12,2,108731,4,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2597,12,2,6255,5,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2598,12,2,110495,6,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2599,12,2,1586440,7,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2600,12,2,374179,8,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2601,12,2,56299,9,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2602,12,2,148509,10,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2603,12,2,14286,11,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2604,13,2,2042234,0,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2605,13,2,1480320,1,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2606,13,2,308869,2,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2607,13,2,32837,3,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2608,13,2,109108,4,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2609,13,2,6055,5,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2610,13,2,105045,6,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2611,13,2,1576591,7,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2612,13,2,364763,8,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2613,13,2,54983,9,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2614,13,2,147383,10,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2615,13,2,13644,11,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2616,14,2,2038819,0,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2617,14,2,1481914,1,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2618,14,2,303607,2,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2619,14,2,32888,3,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2620,14,2,112596,4,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2621,14,2,6091,5,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2622,14,2,101723,6,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2623,14,2,1574765,7,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2624,14,2,357021,8,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2625,14,2,54844,9,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2626,14,2,149895,10,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2627,14,2,13453,11,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2628,15,2,2045739,0,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2629,15,2,1493313,1,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2630,15,2,301975,2,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2631,15,2,32195,3,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2632,15,2,114017,4,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2633,15,2,5814,5,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2634,15,2,98425,6,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2635,15,2,1583301,7,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2636,15,2,353055,8,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2637,15,2,53967,9,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2638,15,2,150300,10,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2639,15,2,13043,11,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2640,16,2,2034255,0,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2641,16,2,1487299,1,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2642,16,2,300890,2,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2643,16,2,31587,3,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2644,16,2,114557,4,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2645,16,2,5819,5,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2646,16,2,94103,6,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2647,16,2,1573256,7,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2648,16,2,348988,8,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2649,16,2,53173,9,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2650,16,2,149340,10,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2651,16,2,12690,11,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2652,17,2,2029872,0,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2653,17,2,1483571,1,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2654,17,2,306410,2,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2655,17,2,31348,3,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2656,17,2,111616,4,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2657,17,2,5675,5,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2658,17,2,91252,6,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2659,17,2,1566526,7,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2660,17,2,353490,8,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2661,17,2,53032,9,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2662,17,2,144560,10,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2663,17,2,12491,11,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2664,18,2,2083442,0,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2665,18,2,1519747,1,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2666,18,2,317386,2,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2667,18,2,31914,3,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2668,18,2,118073,4,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2669,18,2,5813,5,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2670,18,2,90509,6,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2671,18,2,1602101,7,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2672,18,2,363658,8,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2673,18,2,53524,9,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2674,18,2,150883,10,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2675,18,2,12737,11,1,"(-0.1, 18.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2676,19,2,2115655,0,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2677,19,2,1541428,1,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2678,19,2,326362,2,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2679,19,2,32455,3,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2680,19,2,119770,4,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2681,19,2,5781,5,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2682,19,2,89859,6,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2683,19,2,1622774,7,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2684,19,2,372544,8,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2685,19,2,54650,9,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2686,19,2,151851,10,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2687,19,2,12638,11,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2688,20,2,2086544,0,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2689,20,2,1524953,1,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2690,20,2,319441,2,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2691,20,2,31811,3,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2692,20,2,118001,4,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2693,20,2,5614,5,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2694,20,2,86724,6,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2695,20,2,1603471,7,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2696,20,2,363570,8,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2697,20,2,53883,9,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2698,20,2,148726,10,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
2699,20,2,12290,11,1,"(18.0, 35.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(-0.1, 35.0]"
