,AGE,SEX,POP,RACE,us,agecat,agecat2,agecat3,agecat4,agecat5
1824,50,1,2025376,0,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1825,50,1,1594313,1,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1826,50,1,246322,2,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1827,50,1,24821,3,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1828,50,1,124404,4,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1829,50,1,4696,5,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1830,50,1,30820,6,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1831,50,1,1620410,7,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1832,50,1,255622,8,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1833,50,1,38608,9,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1834,50,1,136126,10,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1835,50,1,8253,11,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1836,51,1,1976883,0,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1837,51,1,1554984,1,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1838,51,1,246560,2,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1839,51,1,24087,3,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1840,51,1,117751,4,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1841,51,1,4559,5,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1842,51,1,28942,6,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1843,51,1,1579268,7,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1844,51,1,255269,8,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1845,51,1,37330,9,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1846,51,1,128687,10,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1847,51,1,7923,11,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1848,52,1,1968619,0,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1849,52,1,1560024,1,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1850,52,1,243656,2,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1851,52,1,23400,3,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1852,52,1,109085,4,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1853,52,1,4559,5,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1854,52,1,27895,6,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1855,52,1,1583452,7,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1856,52,1,251927,8,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1857,52,1,36496,9,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1858,52,1,119357,10,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1859,52,1,7901,11,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1860,53,1,2001325,0,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1861,53,1,1582646,1,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1862,53,1,252431,2,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1863,53,1,23837,3,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1864,53,1,110306,4,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1865,53,1,4441,5,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1866,53,1,27664,6,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1867,53,1,1605603,7,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1868,53,1,260676,8,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1869,53,1,37170,9,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1870,53,1,120247,10,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1871,53,1,7822,11,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1872,54,1,2114408,0,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1873,54,1,1680332,1,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1874,54,1,264238,2,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1875,54,1,24726,3,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1876,54,1,111953,4,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1877,54,1,4673,5,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1878,54,1,28486,6,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1879,54,1,1704098,7,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1880,54,1,272444,8,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1881,54,1,38672,9,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1882,54,1,122182,10,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1883,54,1,8147,11,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1884,55,1,2137586,0,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1885,55,1,1708998,1,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1886,55,1,259945,2,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1887,55,1,24425,3,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1888,55,1,111505,4,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1889,55,1,4375,5,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1890,55,1,28338,6,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1891,55,1,1732571,7,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1892,55,1,267956,8,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1893,55,1,38701,9,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1894,55,1,121522,10,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1895,55,1,7867,11,1,"(35.0, 55.0]","(-0.1, 75.0]","(-0.1, 65.0]","(-0.1, 55.0]","(35.0, 100.0]"
1896,56,1,2125123,0,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1897,56,1,1703333,1,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1898,56,1,254600,2,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1899,56,1,23895,3,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1900,56,1,111315,4,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1901,56,1,4186,5,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1902,56,1,27794,6,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1903,56,1,1726477,7,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1904,56,1,262202,8,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1905,56,1,37941,9,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1906,56,1,121200,10,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1907,56,1,7517,11,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1908,57,1,2111795,0,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1909,57,1,1705963,1,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1910,57,1,249422,2,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1911,57,1,23222,3,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1912,57,1,101593,4,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1913,57,1,4275,5,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1914,57,1,27320,6,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1915,57,1,1728795,7,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1916,57,1,256730,8,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1917,57,1,37162,9,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1918,57,1,111265,10,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1919,57,1,7637,11,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1920,58,1,2125774,0,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1921,58,1,1725973,1,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1922,58,1,247776,2,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1923,58,1,22661,3,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1924,58,1,98178,4,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1925,58,1,4105,5,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1926,58,1,27081,6,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1927,58,1,1748530,7,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1928,58,1,254946,8,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1929,58,1,36773,9,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1930,58,1,107692,10,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1931,58,1,7356,11,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1932,59,1,2142211,0,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1933,59,1,1732042,1,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1934,59,1,253410,2,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1935,59,1,23024,3,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1936,59,1,102692,4,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1937,59,1,4132,5,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1938,59,1,26911,6,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1939,59,1,1754569,7,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1940,59,1,260418,8,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1941,59,1,37039,9,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1942,59,1,112167,10,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1943,59,1,7363,11,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1944,60,1,2052677,0,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1945,60,1,1669185,1,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1946,60,1,238362,2,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1947,60,1,21037,3,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1948,60,1,95091,4,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1949,60,1,3817,5,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1950,60,1,25185,6,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1951,60,1,1690152,7,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1952,60,1,244882,8,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1953,60,1,34454,9,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1954,60,1,103871,10,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1955,60,1,6707,11,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1956,61,1,2027951,0,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1957,61,1,1655455,1,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1958,61,1,229267,2,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1959,61,1,20159,3,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1960,61,1,95043,4,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1961,61,1,3588,5,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1962,61,1,24439,6,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1963,61,1,1675795,7,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1964,61,1,235593,8,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1965,61,1,33281,9,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1966,61,1,103457,10,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1967,61,1,6404,11,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1968,62,1,1991220,0,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1969,62,1,1630414,1,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1970,62,1,222710,2,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1971,62,1,19826,3,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1972,62,1,91294,4,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1973,62,1,3518,5,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1974,62,1,23458,6,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1975,62,1,1649871,7,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1976,62,1,228854,8,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1977,62,1,32689,9,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1978,62,1,99182,10,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1979,62,1,6187,11,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1980,63,1,1905842,0,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1981,63,1,1561497,1,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1982,63,1,210507,2,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1983,63,1,18523,3,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1984,63,1,89915,4,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1985,63,1,3192,5,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1986,63,1,22208,6,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1987,63,1,1580018,7,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1988,63,1,216210,8,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1989,63,1,30647,9,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1990,63,1,97310,10,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1991,63,1,5775,11,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1992,64,1,1879040,0,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1993,64,1,1545313,1,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1994,64,1,203017,2,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1995,64,1,17839,3,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1996,64,1,88453,4,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1997,64,1,3052,5,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1998,64,1,21366,6,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
1999,64,1,1562976,7,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
2000,64,1,208512,8,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
2001,64,1,29729,9,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
2002,64,1,95520,10,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
2003,64,1,5555,11,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
2004,65,1,1783428,0,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
2005,65,1,1476331,1,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
2006,65,1,185923,2,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
2007,65,1,16251,3,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
2008,65,1,82591,4,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
2009,65,1,2789,5,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
2010,65,1,19543,6,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
2011,65,1,1492670,7,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
2012,65,1,190856,8,1,"(55.0, 65.0]","(-0.1, 75.0]","(-0.1, 65.0]","(55.0, 100.0]","(35.0, 100.0]"
